rank,url,slug,locale,category,clicks,impressions,ctr,position,post_id,title,has_placeholder,date,featured_image
69,https://www.afriquesports.net/football/mondial-2026-la-fifa-tranche-et-annonce-une-decision-ferme-pour-lafrique-du-sud-et-le-benin,mondial-2026-la-fifa-tranche-et-annonce-une-decision-ferme-pour-lafrique-du-sud-et-le-benin,fr,football,237,2781,8.52,7.9,860016,Mondial 2026 : la FIFA tranche et annonce une décision ferme pour l&rsquo;Afrique du Sud et le Bénin,true,2026-01-02,
70,https://www.afriquesports.net/afrique/senegal/onze-de-depart-le-bresil-prepare-une-armada-face-au-senegal-ancelotti-mise-sur-du-lourd,onze-de-depart-le-bresil-prepare-une-armada-face-au-senegal-ancelotti-mise-sur-du-lourd,fr,afrique,230,106411,0.22,8.8,,,,,
71,https://www.afriquesports.net/europe/yamal-soffre-un-double-contre-seoul-video,yamal-soffre-un-double-contre-seoul-video,fr,europe,228,112034,0.20,13.7,854793,Yamal s&rsquo;offre un doublé contre Séoul (VIDEO),true,2026-01-02,
72,https://www.afriquesports.net/football/businessman-depuis-sa-retraite-lenorme-fortune-de-ronaldo-nazario-enfin-devoilee,businessman-depuis-sa-retraite-lenorme-fortune-de-ronaldo-nazario-enfin-devoilee,fr,football,226,8258,2.74,15.3,,,,,
73,https://www.afriquesports.net/football/van-dijk-11e-thiago-silva-9e-maldini-3e-voici-les-meilleurs-defenseurs-du-21e-siecle-afrique-sports,van-dijk-11e-thiago-silva-9e-maldini-3e-voici-les-meilleurs-defenseurs-du-21e-siecle-afrique-sports,fr,football,225,1507,14.93,6.5,,,,,
74,https://www.afriquesports.net/football/can-2025-calendrier-complet,can-2025-calendrier-complet,fr,football,222,11141,1.99,7.8,,,,,
75,https://www.afriquesports.net/classement/footballeurs-africains-avec-les-voitures-les-plus-cheres-du-monde,footballeurs-africains-avec-les-voitures-les-plus-cheres-du-monde,fr,classement,219,7367,2.97,19.6,760253,Top 10 des footballeurs africains avec les voitures les plus chères du monde (PHOTOS),true,2026-01-02,
76,https://www.afriquesports.net/afrique/cote-divoire/classement-des-favoris-pour-le-ballon-dor-africain-2024-apres-la-can-2023,classement-des-favoris-pour-le-ballon-dor-africain-2024-apres-la-can-2023,fr,afrique,217,20708,1.05,19.4,793560,Classement des favoris pour le Ballon d&rsquo;Or Africain 2024 après la CAN 2023,true,2026-01-01,
77,https://www.afriquesports.net/europe/les-5-joueurs-qui-ont-fourni-le-plus-de-passes-decisives-pour-les-buts-de-ronaldo-au-cours-de-sa-carriere,les-5-joueurs-qui-ont-fourni-le-plus-de-passes-decisives-pour-les-buts-de-ronaldo-au-cours-de-sa-carriere,fr,europe,217,4972,4.36,10.4,331780,Les 5 joueurs qui ont fourni le plus de passes décisives pour les buts de Ronaldo au cours de sa carrière,true,2026-01-01,
78,https://www.afriquesports.net/europe/neymar-12e-messi-5e-zidane-4e-les-20-joueurs-les-plus-techniques-de-lhistoire-reveles,neymar-12e-messi-5e-zidane-4e-les-20-joueurs-les-plus-techniques-de-lhistoire-reveles,fr,europe,217,5917,3.67,9.7,404985,"Neymar 12e, Messi 5e, Zidane 4e&#8230; Les 20 joueurs les plus techniques de l&rsquo;histoire révélés",true,2026-01-01,
79,https://www.afriquesports.net/afrique/senegal/can-2025-senegal-liste-des-joueurs-groupe-matchs-et-calendrier,can-2025-senegal-liste-des-joueurs-groupe-matchs-et-calendrier,fr,afrique,214,9440,2.27,10.4,869440,"CAN 2025 – Sénégal : liste des joueurs, groupe, matchs et calendrier !",true,2026-01-01,
80,https://www.afriquesports.net/ligue-des-champions/etoo-5e-pique-3e-les-joueurs-qui-ont-gagne-plusieurs-fois-la-ligue-des-champions-avec-differentes-equipes,etoo-5e-pique-3e-les-joueurs-qui-ont-gagne-plusieurs-fois-la-ligue-des-champions-avec-differentes-equipes,fr,ligue-des-champions,208,4392,4.74,15.6,279686,"Eto’o 5é, Pique 3é&#8230; les joueurs qui ont gagné plusieurs fois la ligue des Champions avec différentes équipes",true,2026-01-01,
81,https://www.afriquesports.net/afrique/senegal/rdc-senegal-incidents-au-stade-la-caf-prend-une-decision-forte,rdc-senegal-incidents-au-stade-la-caf-prend-une-decision-forte,fr,afrique,203,2005,10.12,7.6,858627,"RDC-Sénégal : Incidents au stade, La CAF prend une décision forte",true,2025-12-31,
82,https://www.afriquesports.net/senegal/le-monde-sportif-senegalais-lourdement-endeuille-une-star-emblematique-est-decedee,le-monde-sportif-senegalais-lourdement-endeuille-une-star-emblematique-est-decedee,fr,senegal,200,1706,11.72,6.0,870840,"Le monde sportif sénégalais lourdement endeuillé, une star emblématique est décédée",true,2026-01-02,
83,https://www.afriquesports.net/football/les-10-meilleurs-dribbleurs-de-lhistoire-de-lequipe-du-bresil-de-football,les-10-meilleurs-dribbleurs-de-lhistoire-de-lequipe-du-bresil-de-football,fr,football,195,6820,2.86,10.5,,,,,
84,https://www.afriquesports.net/football/maroc-candidature-surprise-pour-la-can-2028-revele-af-1766853022922,maroc-candidature-surprise-pour-la-can-2028-revele-af-1766853022922,fr,football,193,9385,2.06,5.8,,,,,
85,https://www.afriquesports.net/afrique-sports-tv/le-bombazo-de-cristiano-ronaldo-juste-apres-avoir-rate-un-penalty-video,le-bombazo-de-cristiano-ronaldo-juste-apres-avoir-rate-un-penalty-video,fr,afrique-sports-tv,191,5440,3.51,3.5,863952,Le Bombazo de Cristiano Ronaldo juste après avoir raté un penalty (VIDÉO),true,2025-12-31,
86,https://www.afriquesports.net/football/ronaldo-8e-messi-3e-zidane-le-top-20-des-meilleurs-dribbleurs-du-21e-siecle,ronaldo-8e-messi-3e-zidane-le-top-20-des-meilleurs-dribbleurs-du-21e-siecle,fr,football,187,10646,1.76,18.3,502752,"Ronaldo 8e, Messi 3e, Zidane&#8230; le top 20 des meilleurs dribbleurs du 21e siècle",true,2026-01-01,
87,https://www.afriquesports.net/europe/adrien-rabiot-4e-odegaard-2e-les-5-meilleurs-milieux-gauchers-du-football-de-cette-saison-2022-23,adrien-rabiot-4e-odegaard-2e-les-5-meilleurs-milieux-gauchers-du-football-de-cette-saison-2022-23,fr,europe,186,2118,8.78,12.4,619670,"Adrien Rabiot 4é, Odegaard 2é… les 5 meilleurs milieux gauchers du football de cette saison (2022-23)",true,2026-01-02,
88,https://www.afriquesports.net/football/psg-mais-pourquoi-mbappe-est-appele-mobutu-une-explication-tombe,psg-mais-pourquoi-mbappe-est-appele-mobutu-une-explication-tombe,fr,football,186,11767,1.58,9.1,720765,PSG : Mais pourquoi Mbappé est appelé Mobutu ? Une explication tombe !,true,2026-01-01,
89,https://www.afriquesports.net/football/video-les-images-effrayantes-de-la-grosse-altercation-entre-mbappe-et-vinicius-fuitent,video-les-images-effrayantes-de-la-grosse-altercation-entre-mbappe-et-vinicius-fuitent,fr,football,182,2417,7.53,9.2,,,,,
90,https://www.afriquesports.net/afrique/senegal/gros-danger-pour-la-rdc-la-caf-va-prendre-une-decision-apres-le-match-contre-le-senegal,gros-danger-pour-la-rdc-la-caf-va-prendre-une-decision-apres-le-match-contre-le-senegal,fr,afrique,181,2453,7.38,8.2,858925,Gros danger pour la RDC : la CAF va prendre une décision après le match contre le Sénégal,true,2025-12-25,
91,https://www.afriquesports.net/can-2025/senegal-botswana-le-onze-probable-des-lions-avec-jakobs-gana-gueye-et-jackson,senegal-botswana-le-onze-probable-des-lions-avec-jakobs-gana-gueye-et-jackson,fr,can-2025,180,34704,0.52,6.7,870963,"Sénégal – Botswana : le onze probable des Lions avec Jakobs, Gana Gueye et Jackson",true,2025-12-31,
92,https://www.afriquesports.net/europe/choc-au-real-madrid-un-cadre-vire-apres-une-bagarre-avec-bellingham,choc-au-real-madrid-un-cadre-vire-apres-une-bagarre-avec-bellingham,fr,europe,179,2925,6.12,5.8,863840,Choc au Real Madrid : un cadre viré après une bagarre avec Bellingham,true,2025-12-28,
93,https://www.afriquesports.net/football/real-madrid-le-vestiaire-tranche-et-prend-position-entre-xabi-alonso-et-vinicius-jr,real-madrid-le-vestiaire-tranche-et-prend-position-entre-xabi-alonso-et-vinicius-jr,fr,football,177,6757,2.62,2.6,870844,Real Madrid : le vestiaire tranche et prend position entre Xabi Alonso et Vinicius Jr !,true,2026-01-02,
94,https://www.afriquesports.net/afrique/senegal/le-senegal-en-force-pape-thiaw-devoile-son-onze-titulaire-contre-le-soudan-du-sud,le-senegal-en-force-pape-thiaw-devoile-son-onze-titulaire-contre-le-soudan-du-sud,fr,afrique,176,63577,0.28,7.3,862937,Le Sénégal en force ! Pape Thiaw dévoile son onze titulaire contre le Soudan du Sud,true,2025-12-27,
95,https://www.afriquesports.net/europe/casemiro-4e-xabi-alonso-2e-les-5-plus-grands-milieux-defensifs-du-21e-siecle,casemiro-4e-xabi-alonso-2e-les-5-plus-grands-milieux-defensifs-du-21e-siecle,fr,europe,175,1515,11.55,15.9,472835,"Casemiro 4e, Xabi Alonso 2e&#8230; les 5 plus grands milieux défensifs du 21e siècle",true,2026-01-02,
96,https://www.afriquesports.net/ballon-dor/ballon-dor-africain-2025-voici-les-grands-favoris-et-le-classement-provisoire,ballon-dor-africain-2025-voici-les-grands-favoris-et-le-classement-provisoire,fr,ballon-dor,173,13119,1.32,16.6,852635,Ballon d’Or africain 2025 : voici les grands favoris et le classement provisoire !,true,2026-01-02,
97,https://www.afriquesports.net/ligue-des-champions/man-city-real-mbappe-egalise-avec-un-brin-de-reussite-video,man-city-real-mbappe-egalise-avec-un-brin-de-reussite-video,fr,ligue-des-champions,172,6113,2.81,12.2,841439,Man City – Real : Mbappé égalise avec un brin de réussite (VIDEO),true,2025-12-27,
98,https://www.afriquesports.net/autres/mike-tyson-vs-jake-paul-voici-lheure-et-la-chaine-pour-suivre-le-combat-en-afrique,mike-tyson-vs-jake-paul-voici-lheure-et-la-chaine-pour-suivre-le-combat-en-afrique,fr,autres,171,9730,1.76,27.5,832629,Mike Tyson vs Jake Paul : Voici l’heure et la chaîne pour suivre le combat en Afrique !,true,2026-01-01,
99,https://www.afriquesports.net/football/real-madrid-la-reponse-cash-de-xabi-alonso-a-karim-benzema,real-madrid-la-reponse-cash-de-xabi-alonso-a-karim-benzema,fr,football,170,7659,2.22,2.6,869862,Real Madrid : La réponse cash de Xabi Alonso à Karim Benzema !,true,2026-01-02,
100,https://www.afriquesports.net/football/lewandowksi-2e-cavani-6e-les-meilleurs-9-de-la-derniere-decennie-dfo,lewandowksi-2e-cavani-6e-les-meilleurs-9-de-la-derniere-decennie-dfo,fr,football,168,852,19.72,8.7,,,,,
101,https://www.afriquesports.net/foot/ayoub-bouaddi-lions-atlas,ayoub-bouaddi-lions-atlas,fr,foot,166,4257,3.90,4.1,,,,,
102,https://www.afriquesports.net/football/getafe-real-madrid-les-compos-sont-tombees-avec-une-absence-de-taille,getafe-real-madrid-les-compos-sont-tombees-avec-une-absence-de-taille,fr,football,166,57502,0.29,3.4,864052,Getafe &#8211; Real Madrid : les compos sont tombées avec une absence de taille !,true,2026-01-02,
103,https://www.afriquesports.net/football/can-2025-six-joueurs-font-un-retour-inattendu-en-s-af-1766478659291,can-2025-six-joueurs-font-un-retour-inattendu-en-s-af-1766478659291,fr,football,163,1194,13.65,5.1,,,,,
104,https://www.afriquesports.net/football/can-2025-mali-et-zambie-les-compositions-officiell-af-1766408461828,can-2025-mali-et-zambie-les-compositions-officiell-af-1766408461828,fr,football,162,79474,0.20,6.1,,,,,
105,https://www.afriquesports.net/europe/toni-kroos-surprend-le-joueur-le-plus-crucial-du-barca-nest-pas-yamal-ni-raphinha,toni-kroos-surprend-le-joueur-le-plus-crucial-du-barca-nest-pas-yamal-ni-raphinha,fr,europe,158,6041,2.62,4.5,862611,Toni Kroos surprend : le joueur le plus crucial du Barça n’est pas Yamal ni Raphinha,true,2025-12-31,
106,https://www.afriquesports.net/europe/coup-dur-5-absents-au-real-madrid-pour-affronter-getafe,coup-dur-5-absents-au-real-madrid-pour-affronter-getafe,fr,europe,157,7332,2.14,3.2,863972,Coup dur : 5 absents au Real Madrid pour affronter Getafe !,true,2026-01-02,
107,https://www.afriquesports.net/europe/urgent-un-joueur-du-real-madrid-victime-dun-avc-inquietant,urgent-un-joueur-du-real-madrid-victime-dun-avc-inquietant,fr,europe,157,38295,0.41,2.8,864066,Urgent : un joueur du Real Madrid victime d’un AVC inquiétant,true,2026-01-02,
108,https://www.afriquesports.net/football/real-madrid-trois-signatures-gratuites-en-vue-une-bombe-sur-le-mercato,real-madrid-trois-signatures-gratuites-en-vue-une-bombe-sur-le-mercato,fr,football,147,6297,2.33,4.1,862982,"Real Madrid : trois signatures gratuites en vue, une bombe sur le mercato",true,2025-12-30,
109,https://www.afriquesports.net/afrique/voici-le-classement-des-10-clubs-africains-les-plus-riches,voici-le-classement-des-10-clubs-africains-les-plus-riches,fr,afrique,145,13188,1.10,29.3,779161,Voici le classement des 10 clubs africains les plus riches,true,2026-01-02,
110,https://www.afriquesports.net/football/deces-dun-coach-emblematique-le-football-en-deuil-apres-une-longue-maladie,deces-dun-coach-emblematique-le-football-en-deuil-apres-une-longue-maladie,fr,football,144,998,14.43,8.3,863349,Décès d’un coach emblématique : le football en deuil après une longue maladie,true,2025-12-31,
111,https://www.afriquesports.net/europe/real-madrid-le-verdict-tombe-pour-le-carton-rouge-de-huijsen,real-madrid-le-verdict-tombe-pour-le-carton-rouge-de-huijsen,fr,europe,143,2955,4.84,8.3,859489,Real Madrid : le verdict tombe pour le carton rouge de Huijsen !,true,2026-01-02,
112,https://www.afriquesports.net/football/classement-des-meilleurs-gardiens-du-21e-siecle-afrique-sports,classement-des-meilleurs-gardiens-du-21e-siecle-afrique-sports,fr,football,143,1810,7.90,33.1,,,,,
113,https://www.afriquesports.net/europe/van-dijk-11e-thiago-silva-9e-maldini-3e-voici-les-meilleurs-defenseurs-du-21e-siecle-afrique-sports,van-dijk-11e-thiago-silva-9e-maldini-3e-voici-les-meilleurs-defenseurs-du-21e-siecle-afrique-sports,fr,europe,141,508,27.76,5.0,,,,,
114,https://www.afriquesports.net/football/je-quitte-lequipe-vinicius-aurait-insulte-xabi-alonso-apres-sa-sortie-contre-le-barca,je-quitte-lequipe-vinicius-aurait-insulte-xabi-alonso-apres-sa-sortie-contre-le-barca,fr,football,141,3464,4.07,1.7,864898,“Je quitte l’équipe !” — Vinícius aurait insulté Xabi Alonso après sa sortie contre le Barça,true,2025-12-30,
115,https://www.afriquesports.net/coupe-du-monde/le-selectionneur-de-la-mauritanie-se-lache-sur-le-senegal,le-selectionneur-de-la-mauritanie-se-lache-sur-le-senegal,fr,coupe-du-monde,138,5932,2.33,5.2,863355,Le sélectionneur de la Mauritanie se lâche sur le Sénégal !,true,2026-01-01,
116,https://www.afriquesports.net/football/le-real-madrid-veut-se-debarasser-de-8-joueurs-au-mercato,le-real-madrid-veut-se-debarasser-de-8-joueurs-au-mercato,fr,football,138,15462,0.89,2.3,869899,Le Real Madrid veut se débarasser de 8 joueurs au mercato !,true,2026-01-01,
117,https://www.afriquesports.net/football/coupe-du-monde-champion-du-monde-sans-jouer-voici-les-joueurs-qui-ont-realise-cet-exploit,coupe-du-monde-champion-du-monde-sans-jouer-voici-les-joueurs-qui-ont-realise-cet-exploit,fr,football,137,1740,7.87,7.7,,,,,
118,https://www.afriquesports.net/football/lamine-yamal-au-psg-la-grosse-bombe,lamine-yamal-au-psg-la-grosse-bombe,fr,football,137,7455,1.84,6.9,862782,"Lamine Yamal au PSG, la grosse bombe",true,2026-01-02,
119,https://www.afriquesports.net/football/revelations-choquantes-a-manchester-united-scandale-interne-devoile,revelations-choquantes-a-manchester-united-scandale-interne-devoile,fr,football,137,2435,5.63,6.4,862584,Révélations choquantes à Manchester United : scandale interne dévoilé,true,2026-01-02,
120,https://www.afriquesports.net/europe/le-fc-barcelone-est-en-deuil-une-perte-lourde-pour-le-club,le-fc-barcelone-est-en-deuil-une-perte-lourde-pour-le-club,fr,europe,133,3714,3.58,5.2,869898,"Le FC Barcelone est en deuil, une perte lourde pour le club…",true,2026-01-02,
121,https://www.afriquesports.net/europe/paul-pogba-quitte-monaco,paul-pogba-quitte-monaco,fr,europe,131,7404,1.77,2.9,863559,Paul Pogba quitte Monaco,true,2026-01-02,
122,https://www.afriquesports.net/afrique/choc-et-tristesse-doussou-keita-annonce-un-deuil-dans-sa-famille,choc-et-tristesse-doussou-keita-annonce-un-deuil-dans-sa-famille,fr,afrique,128,2042,6.27,8.5,869175,Choc et tristesse : Doussou Keïta annonce un deuil dans sa famille,true,2026-01-01,
123,https://www.afriquesports.net/football/coup-de-theatre-yoane-wissa-reintegre-newcastle-apres-son-forfait-pour-la-can-2025,coup-de-theatre-yoane-wissa-reintegre-newcastle-apres-son-forfait-pour-la-can-2025,fr,football,126,5576,2.26,6.5,870388,Coup de théâtre : Yoane Wissa réintègre Newcastle après son forfait pour la CAN 2025,true,2025-12-31,
124,https://www.afriquesports.net/afrique/en-direct-pape-thiaw-devoile-la-liste-officielle-du-senegal-pour-la-can-2025,en-direct-pape-thiaw-devoile-la-liste-officielle-du-senegal-pour-la-can-2025,fr,afrique,125,1492,8.38,4.0,869813,EN DIRECT : Pape Thiaw dévoile la liste officielle du Sénégal pour la CAN 2025 !,true,2026-01-02,
125,https://www.afriquesports.net/can-2025/en-direct-can-2025-tanzanie-tunisie-live-ouganda-nigeria,en-direct-can-2025-tanzanie-tunisie-live-ouganda-nigeria,fr,can-2025,125,24027,0.52,3.3,872049,EN DIRECT / CAN 2025 : TANZANIE &#8211; TUNISIE LIVE + OUGANDA &#8211; NIGERIA,true,2026-01-02,
126,https://www.afriquesports.net/classement/pele-4e-gerd-muller-2e-les-4-joueurs-avec-le-plus-grand-nombre-de-buts-de-la-tete,pele-4e-gerd-muller-2e-les-4-joueurs-avec-le-plus-grand-nombre-de-buts-de-la-tete,fr,classement,125,7769,1.61,11.0,668339,"Pele 4é, Gerd Muller 2é… les 4 joueurs avec le plus grand nombre de buts de la tête",true,2025-12-25,
127,https://www.afriquesports.net/europe/haaland-3e-vinicius-5e-les-5-attaquants-les-plus-rapides-du-monde-en-ce-moment-2022,haaland-3e-vinicius-5e-les-5-attaquants-les-plus-rapides-du-monde-en-ce-moment-2022,fr,europe,125,6075,2.06,16.7,444935,"Haaland 3é, Vinicius 5é&#8230; les 5 attaquants les plus rapides du monde en ce moment",true,2026-01-01,
128,https://www.afriquesports.net/can-2025/en-direct-rdc-vs-benin-groupe-d,en-direct-rdc-vs-benin-groupe-d,fr,can-2025,124,18204,0.68,4.6,871121,EN DIRECT : RDC vs Bénin (Groupe D),true,2026-01-02,
129,https://www.afriquesports.net/classement/cristiano-ronaldo-et-lionel-messi,cristiano-ronaldo-et-lionel-messi,fr,classement,124,11724,1.06,9.7,241735,19 légendes ont tranché  entre Cristiano Ronaldo et Lionel Messi (13 à 6),true,2026-01-01,
130,https://www.afriquesports.net/ballon-dor/ballon-dor-clarence-seedorf-devoile-le-vrai-probleme-du-scandale,ballon-dor-clarence-seedorf-devoile-le-vrai-probleme-du-scandale,fr,ballon-dor,123,2015,6.10,13.5,830463,Ballon d’Or : Clarence Seedorf dévoile le vrai problème du scandale !,true,2025-12-31,
131,https://www.afriquesports.net/can-2025/en-direct-can-2025-algerie-vs-burkina-faso-groupe-e-suivez-le-match-en-live,en-direct-can-2025-algerie-vs-burkina-faso-groupe-e-suivez-le-match-en-live,fr,can-2025,123,21359,0.58,4.4,871777,"EN DIRECT / CAN 2025 : Algérie vs Burkina Faso &#8211; GROUPE E, suivez le match en live",true,2026-01-02,
132,https://www.afriquesports.net/football/mauvaise-nouvelle-5-absents-au-real-madrid-pour-le-choc-contre-getafe,mauvaise-nouvelle-5-absents-au-real-madrid-pour-le-choc-contre-getafe,fr,football,123,6248,1.97,5.8,863991,Mauvaise nouvelle : 5 absents au Real Madrid pour le choc contre Getafe !,true,2025-12-30,
133,https://www.afriquesports.net/senegal/23-jours-plus-tard-bouna-sarr-recoit-une-decision-inattendue,23-jours-plus-tard-bouna-sarr-recoit-une-decision-inattendue,fr,senegal,123,1430,8.60,5.0,870352,"23 jours plus tard, Bouna Sarr reçoit une décision inattendue",true,2025-12-31,
134,https://www.afriquesports.net/europe/le-bayern-munich-en-deuil-un-joueur-de-18-ans-decede-subitement,le-bayern-munich-en-deuil-un-joueur-de-18-ans-decede-subitement,fr,europe,122,1453,8.40,4.5,871976,Le Bayern Munich en deuil : un joueur de 18 ans décède subitement,true,2026-01-02,
135,https://www.afriquesports.net/afrique/senegal-vs-mauritanie-la-nouvelle-que-tout-le-monde-attendait-enfin-confirmee,senegal-vs-mauritanie-la-nouvelle-que-tout-le-monde-attendait-enfin-confirmee,fr,afrique,121,19510,0.62,10.8,863243,Sénégal vs Mauritanie : la nouvelle que tout le monde attendait enfin confirmée !,true,2026-01-02,
136,https://www.afriquesports.net/classement/huit-8-joueurs-qui-ont-gagne-la-coupe-du-monde-sans-jouer-un-seul-match,huit-8-joueurs-qui-ont-gagne-la-coupe-du-monde-sans-jouer-un-seul-match,fr,classement,121,1778,6.81,12.3,652785,Huit (8) joueurs qui ont gagné la coupe du monde sans jouer un seul match,true,2026-01-01,
137,https://www.afriquesports.net/football/ballon-dor-le-nom-du-vainqueur-entre-dembele-et-yamal-aurait-fuite,ballon-dor-le-nom-du-vainqueur-entre-dembele-et-yamal-aurait-fuite,fr,football,121,1777,6.81,8.5,860282,Ballon d’Or : le nom du vainqueur entre Dembélé et Yamal aurait fuité,true,2026-01-02,
138,https://www.afriquesports.net/football/si-tout-etait-normal-marc-brys-brise-le-silence-et-balance-sur-samuel-etoo,si-tout-etait-normal-marc-brys-brise-le-silence-et-balance-sur-samuel-etoo,fr,football,121,12565,0.96,4.3,863370,"« Si tout était normal », Marc Brys brise le silence et balance sur Samuel Eto’o",true,2025-12-27,
139,https://www.afriquesports.net/classement/gana-5e-fadiga-8e-mane-le-classement-des-meilleurs-joueurs-senegalais-de-tous-les-temps,gana-5e-fadiga-8e-mane-le-classement-des-meilleurs-joueurs-senegalais-de-tous-les-temps,fr,classement,120,4157,2.89,15.2,645914,"Gana 5e, Fadiga 8e, Mane&#8230; Le classement des meilleurs joueurs Sénégalais de tous les temps",true,2026-01-02,
140,https://www.afriquesports.net/coupe-du-monde/islande-france-le-but-qui-a-refroidi-tout-un-pays,islande-france-le-but-qui-a-refroidi-tout-un-pays,fr,coupe-du-monde,120,14173,0.85,2.8,863378,Islande &#8211; France : le but qui a refroidi tout un pays !,true,2026-01-02,
141,https://www.afriquesports.net/football/can-2025-maroc-comores-match-ouverture,can-2025-maroc-comores-match-ouverture,fr,football,119,13886,0.86,5.9,,,,,
142,https://www.afriquesports.net/football/video-le-coup-franc-lamentable-de-kylian-mbappe-contre-osasuna-amuse-la-toile,video-le-coup-franc-lamentable-de-kylian-mbappe-contre-osasuna-amuse-la-toile,fr,football,119,1113,10.69,14.3,,,,,
143,https://www.afriquesports.net/afrique/senegal/krepin-diatta-se-lache-sur-la-hausse-des-billets-pour-senegal-mauritanie,krepin-diatta-se-lache-sur-la-hausse-des-billets-pour-senegal-mauritanie,fr,afrique,118,7358,1.60,3.6,,,,,
144,https://www.afriquesports.net/afrique/senegal/pape-thiaw-repond-cash-a-cesc-fabregas-sur-assane-diao,pape-thiaw-repond-cash-a-cesc-fabregas-sur-assane-diao,fr,afrique,118,2850,4.14,3.7,869861,Pape Thiaw répond cash à Cesc Fabregas sur Assane Diao,true,2026-01-02,
145,https://www.afriquesports.net/classement/classement-des-10-meilleurs-trios-de-tous-les-temps,classement-des-10-meilleurs-trios-de-tous-les-temps,fr,classement,117,8278,1.41,9.9,654056,Classement des 10 meilleurs trios de tous les temps,true,2026-01-02,
146,https://www.afriquesports.net/football/real-madrid-la-duree-dindisponibilite-de-dean-huijsen-est-connue,real-madrid-la-duree-dindisponibilite-de-dean-huijsen-est-connue,fr,football,117,2316,5.05,6.0,862660,Real Madrid : La durée d&rsquo;indisponibilité de Dean Huijsen est connue !,true,2025-12-30,
147,https://www.afriquesports.net/afrique/can-2025-les-premieres-listes-tombent-les-choix-font-deja-debat,can-2025-les-premieres-listes-tombent-les-choix-font-deja-debat,fr,afrique,115,2406,4.78,9.6,,,,,
148,https://www.afriquesports.net/afrique/senegal/apres-cap-vert-libye-une-mauvaise-nouvelle-pour-aliou-cisse,apres-cap-vert-libye-une-mauvaise-nouvelle-pour-aliou-cisse,fr,afrique,115,3678,3.13,5.5,862739,Après Cap-Vert – Libye : une mauvaise nouvelle pour Aliou Cissé,true,2026-01-01,
149,https://www.afriquesports.net/article-du-jour/ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,ce-jour-ou-adebayor-a-tout-deballe-sur-sa-famille,fr,article-du-jour,115,1953,5.89,10.6,220877,Ce jour où Adebayor a tout déballé sur sa famille,true,2025-12-28,
150,https://www.afriquesports.net/europe/xabi-alonso-4e-xavi-2e-les-5-meilleurs-milieux-de-terrain-espagnols-de-tous-les-temps,xabi-alonso-4e-xavi-2e-les-5-meilleurs-milieux-de-terrain-espagnols-de-tous-les-temps,fr,europe,112,4284,2.61,16.6,435174,"Xabi Alonso 4é, Xavi 2é&#8230; les 5 meilleurs milieux de terrain espagnols de tous les temps",true,2026-01-01,
151,https://www.afriquesports.net/football/can-2025-regragui-clarifie-letat-de-saiss-hakimi-e-af-1766660421954,can-2025-regragui-clarifie-letat-de-saiss-hakimi-e-af-1766660421954,fr,football,112,2341,4.78,4.2,,,,,
152,https://www.afriquesports.net/football/coup-dur-pour-lionel-messi-sa-soeur-victime-dun-grave-accident-serieuses-blessures-et-mariage-reporte,coup-dur-pour-lionel-messi-sa-soeur-victime-dun-grave-accident-serieuses-blessures-et-mariage-reporte,fr,football,111,4388,2.53,3.4,871076,"Coup dur pour Lionel Messi : sa sœur victime d’un grave accident, sérieuses blessures et mariage reporté !",true,2025-12-30,
153,https://www.afriquesports.net/can-2025/senegal-vs-botswana-suivez-les-temps-forts-en-direct,senegal-vs-botswana-suivez-les-temps-forts-en-direct,fr,can-2025,110,8587,1.28,4.1,871144,SÉNÉGAL vs BOTSWANA : Suivez les temps forts en direct !,true,2026-01-01,
154,https://www.afriquesports.net/classement/neymar-12e-messi-5e-zidane-4e-les-20-joueurs-les-plus-techniques-de-lhistoire-reveles,neymar-12e-messi-5e-zidane-4e-les-20-joueurs-les-plus-techniques-de-lhistoire-reveles,fr,classement,110,3036,3.62,8.9,404985,"Neymar 12e, Messi 5e, Zidane 4e&#8230; Les 20 joueurs les plus techniques de l&rsquo;histoire révélés",true,2026-01-01,
155,https://www.afriquesports.net/football/19-legendes-ont-tranche-entre-cristiano-ronaldo-et-lionel-messi-13-a-6,19-legendes-ont-tranche-entre-cristiano-ronaldo-et-lionel-messi-13-a-6,fr,football,108,6799,1.59,29.5,,,,,
156,https://www.afriquesports.net/afrique-sports-tv/le-double-phenomenal-de-cristiano-ronaldo-video,le-double-phenomenal-de-cristiano-ronaldo-video,fr,afrique-sports-tv,107,2172,4.93,2.9,871678,Le doublé phénoménal de Cristiano Ronaldo (VIDEO),true,2026-01-02,
157,https://www.afriquesports.net/football/voici-les-5-footballeurs-du-moment-qui-ont-le-meilleur-controle-rapproche-au-monde,voici-les-5-footballeurs-du-moment-qui-ont-le-meilleur-controle-rapproche-au-monde,fr,football,106,4192,2.53,9.0,,,,,
158,https://www.afriquesports.net/afrique/salaires-exorbitants-contrats-en-or-voici-la-grosse-fortune-de-vincent-aboubakar,salaires-exorbitants-contrats-en-or-voici-la-grosse-fortune-de-vincent-aboubakar,fr,afrique,104,4193,2.48,11.8,,,,,
